source_file,database,rule_id,type,display
MATILDA_NCAA_results.json,NCAA,NCAA_34,TGDRule,∀ x0: teams_1(team_id=x0) ⇒ regular_season_detailed_results_0(wteam=x0) ∧ teams_0(team_id=x0)
MATILDA_NCAA_results.json,NCAA,NCAA_35,TGDRule,∀ x0: regular_season_detailed_results_0(wteam=x0) ∧ teams_0(team_id=x0) ⇒ teams_1(team_id=x0)
MATILDA_NCAA_results.json,NCAA,NCAA_36,TGDRule,∀ x0: teams_0(team_id=x0) ⇒ regular_season_detailed_results_0(wteam=x0) ∧ teams_1(team_id=x0)
MATILDA_NCAA_results.json,NCAA,NCAA_37,TGDRule,"∀ x0, x1: regular_season_detailed_results_0(wteam=x0, lteam=x1) ⇒ teams_0(team_id=x0) ∧ teams_1(team_id=x1)"
MATILDA_NCAA_results.json,NCAA,NCAA_38,TGDRule,"∀ x0, y0: regular_season_detailed_results_0(wteam=x0, lteam=y0) ∧ teams_1(team_id=y0) ⇒ teams_0(team_id=x0)"
MATILDA_NCAA_results.json,NCAA,NCAA_39,TGDRule,"∀ x0, x1: teams_0(team_id=x0) ∧ teams_1(team_id=x1) ⇒ regular_season_detailed_results_0(wteam=x0, lteam=x1)"
MATILDA_NCAA_results.json,NCAA,NCAA_40,TGDRule,"∀ x0: teams_1(team_id=x0) ⇒ ∃ z0: regular_season_detailed_results_0(wteam=z0, lteam=x0) ∧ teams_0(team_id=z0)"
MATILDA_NCAA_results.json,NCAA,NCAA_41,TGDRule,"∀ x0, y0: regular_season_detailed_results_0(wteam=y0, lteam=x0) ∧ teams_0(team_id=y0) ⇒ teams_1(team_id=x0)"
MATILDA_NCAA_results.json,NCAA,NCAA_42,TGDRule,"∀ x0: teams_0(team_id=x0) ⇒ ∃ z0: regular_season_detailed_results_0(wteam=x0, lteam=z0) ∧ teams_1(team_id=z0)"
MATILDA_NCAA_results.json,NCAA,NCAA_43,TGDRule,∀ x0: target_0(team_id2=x0) ⇒ teams_0(team_id=x0)
MATILDA_NCAA_results.json,NCAA,NCAA_44,TGDRule,∀ x0: teams_0(team_id=x0) ⇒ target_0(team_id2=x0)
MATILDA_NCAA_results.json,NCAA,NCAA_45,TGDRule,∀ x0: teams_1(team_id=x0) ⇒ target_0(team_id2=x0) ∧ teams_0(team_id=x0)
MATILDA_NCAA_results.json,NCAA,NCAA_46,TGDRule,∀ x0: target_0(team_id2=x0) ∧ teams_1(team_id=x0) ⇒ teams_0(team_id=x0)
MATILDA_NCAA_results.json,NCAA,NCAA_47,TGDRule,∀ x0: target_0(team_id2=x0) ⇒ teams_0(team_id=x0) ∧ teams_1(team_id=x0)
MATILDA_NCAA_results.json,NCAA,NCAA_48,TGDRule,∀ x0: target_0(team_id2=x0) ∧ teams_0(team_id=x0) ⇒ teams_1(team_id=x0)
MATILDA_NCAA_results.json,NCAA,NCAA_49,TGDRule,∀ x0: teams_0(team_id=x0) ⇒ target_0(team_id2=x0) ∧ teams_1(team_id=x0)
MATILDA_NCAA_results.json,NCAA,NCAA_50,TGDRule,∀ x0: teams_0(team_id=x0) ∧ teams_1(team_id=x0) ⇒ target_0(team_id2=x0)
MATILDA_NCAA_results.json,NCAA,NCAA_51,TGDRule,∀ x0: seasons_0(season=x0) ⇒ regular_season_compact_results_0(season=x0)
MATILDA_NCAA_results.json,NCAA,NCAA_52,TGDRule,∀ x0: regular_season_compact_results_0(season=x0) ⇒ seasons_0(season=x0)
MATILDA_NCAA_results.json,NCAA,NCAA_53,TGDRule,∀ x0: regular_season_compact_results_0(season=x0) ⇒ seasons_0(season=x0) ∧ seasons_1(season=x0)
MATILDA_NCAA_results.json,NCAA,NCAA_54,TGDRule,∀ x0: seasons_0(season=x0) ∧ seasons_1(season=x0) ⇒ regular_season_compact_results_0(season=x0)
MATILDA_NCAA_results.json,NCAA,NCAA_55,TGDRule,∀ x0: seasons_0(season=x0) ⇒ regular_season_compact_results_0(season=x0) ∧ seasons_1(season=x0)
MATILDA_NCAA_results.json,NCAA,NCAA_56,TGDRule,∀ x0: regular_season_compact_results_0(season=x0) ∧ seasons_1(season=x0) ⇒ seasons_0(season=x0)
MATILDA_NCAA_results.json,NCAA,NCAA_57,TGDRule,∀ x0: seasons_1(season=x0) ⇒ regular_season_compact_results_0(season=x0) ∧ seasons_0(season=x0)
MATILDA_NCAA_results.json,NCAA,NCAA_58,TGDRule,∀ x0: regular_season_compact_results_0(season=x0) ∧ seasons_0(season=x0) ⇒ seasons_1(season=x0)
MATILDA_NCAA_results.json,NCAA,NCAA_59,TGDRule,"∀ x0: teams_0(team_id=x0) ⇒ ∃ z0: regular_season_compact_results_0(season=z0, wteam=x0) ∧ seasons_0(season=z0)"
MATILDA_NCAA_results.json,NCAA,NCAA_60,TGDRule,"∀ x0, y0: regular_season_compact_results_0(season=x0, wteam=y0) ∧ teams_0(team_id=y0) ⇒ seasons_0(season=x0)"
MATILDA_NCAA_results.json,NCAA,NCAA_61,TGDRule,"∀ x0, x1: regular_season_compact_results_0(season=x0, wteam=x1) ⇒ seasons_0(season=x0) ∧ teams_0(team_id=x1)"
MATILDA_NCAA_results.json,NCAA,NCAA_62,TGDRule,"∀ x0, y0: regular_season_compact_results_0(season=y0, wteam=x0) ∧ seasons_0(season=y0) ⇒ teams_0(team_id=x0)"
MATILDA_NCAA_results.json,NCAA,NCAA_63,TGDRule,"∀ x0, x1: seasons_0(season=x0) ∧ teams_0(team_id=x1) ⇒ regular_season_compact_results_0(season=x0, wteam=x1)"
MATILDA_NCAA_results.json,NCAA,NCAA_64,TGDRule,"∀ x0: seasons_0(season=x0) ⇒ ∃ z0: regular_season_compact_results_0(season=x0, wteam=z0) ∧ teams_0(team_id=z0)"
MATILDA_NCAA_results.json,NCAA,NCAA_65,TGDRule,"∀ x0: teams_0(team_id=x0) ⇒ ∃ z0: regular_season_compact_results_0(season=z0, lteam=x0) ∧ seasons_0(season=z0)"
MATILDA_NCAA_results.json,NCAA,NCAA_66,TGDRule,"∀ x0, y0: regular_season_compact_results_0(season=x0, lteam=y0) ∧ teams_0(team_id=y0) ⇒ seasons_0(season=x0)"
MATILDA_NCAA_results.json,NCAA,NCAA_67,TGDRule,"∀ x0, x1: regular_season_compact_results_0(season=x0, lteam=x1) ⇒ seasons_0(season=x0) ∧ teams_0(team_id=x1)"
MATILDA_NCAA_results.json,NCAA,NCAA_68,TGDRule,"∀ x0, y0: regular_season_compact_results_0(season=y0, lteam=x0) ∧ seasons_0(season=y0) ⇒ teams_0(team_id=x0)"
MATILDA_NCAA_results.json,NCAA,NCAA_69,TGDRule,"∀ x0, x1: seasons_0(season=x0) ∧ teams_0(team_id=x1) ⇒ regular_season_compact_results_0(season=x0, lteam=x1)"
MATILDA_NCAA_results.json,NCAA,NCAA_70,TGDRule,"∀ x0: seasons_0(season=x0) ⇒ ∃ z0: regular_season_compact_results_0(season=x0, lteam=z0) ∧ teams_0(team_id=z0)"
MATILDA_NCAA_results.json,NCAA,NCAA_71,TGDRule,∀ x0: regular_season_detailed_results_0(lteam=x0) ⇒ teams_0(team_id=x0)
MATILDA_NCAA_results.json,NCAA,NCAA_72,TGDRule,∀ x0: teams_0(team_id=x0) ⇒ regular_season_detailed_results_0(lteam=x0)
MATILDA_NCAA_results.json,NCAA,NCAA_73,TGDRule,∀ x0: regular_season_detailed_results_0(lteam=x0) ⇒ teams_0(team_id=x0) ∧ teams_1(team_id=x0)
MATILDA_NCAA_results.json,NCAA,NCAA_74,TGDRule,∀ x0: regular_season_detailed_results_0(lteam=x0) ∧ teams_1(team_id=x0) ⇒ teams_0(team_id=x0)
MATILDA_NCAA_results.json,NCAA,NCAA_75,TGDRule,∀ x0: teams_0(team_id=x0) ∧ teams_1(team_id=x0) ⇒ regular_season_detailed_results_0(lteam=x0)
MATILDA_NCAA_results.json,NCAA,NCAA_76,TGDRule,∀ x0: teams_1(team_id=x0) ⇒ regular_season_detailed_results_0(lteam=x0) ∧ teams_0(team_id=x0)
MATILDA_NCAA_results.json,NCAA,NCAA_77,TGDRule,∀ x0: regular_season_detailed_results_0(lteam=x0) ∧ teams_0(team_id=x0) ⇒ teams_1(team_id=x0)
MATILDA_NCAA_results.json,NCAA,NCAA_78,TGDRule,∀ x0: teams_0(team_id=x0) ⇒ regular_season_detailed_results_0(lteam=x0) ∧ teams_1(team_id=x0)
MATILDA_NCAA_results.json,NCAA,NCAA_79,TGDRule,∀ x0: teams_0(team_id=x0) ⇒ regular_season_compact_results_0(lteam=x0)
MATILDA_NCAA_results.json,NCAA,NCAA_80,TGDRule,∀ x0: regular_season_compact_results_0(lteam=x0) ⇒ teams_0(team_id=x0)
MATILDA_NCAA_results.json,NCAA,NCAA_81,TGDRule,∀ x0: teams_0(team_id=x0) ∧ teams_1(team_id=x0) ⇒ regular_season_compact_results_0(lteam=x0)
MATILDA_NCAA_results.json,NCAA,NCAA_82,TGDRule,∀ x0: regular_season_compact_results_0(lteam=x0) ∧ teams_0(team_id=x0) ⇒ teams_1(team_id=x0)
MATILDA_NCAA_results.json,NCAA,NCAA_83,TGDRule,∀ x0: regular_season_compact_results_0(lteam=x0) ∧ teams_1(team_id=x0) ⇒ teams_0(team_id=x0)
MATILDA_NCAA_results.json,NCAA,NCAA_84,TGDRule,∀ x0: regular_season_compact_results_0(lteam=x0) ⇒ teams_0(team_id=x0) ∧ teams_1(team_id=x0)
MATILDA_NCAA_results.json,NCAA,NCAA_85,TGDRule,∀ x0: teams_1(team_id=x0) ⇒ regular_season_compact_results_0(lteam=x0) ∧ teams_0(team_id=x0)
MATILDA_NCAA_results.json,NCAA,NCAA_86,TGDRule,∀ x0: teams_0(team_id=x0) ⇒ regular_season_compact_results_0(lteam=x0) ∧ teams_1(team_id=x0)
MATILDA_NCAA_results.json,NCAA,NCAA_87,TGDRule,∀ x0: regular_season_detailed_results_0(season=x0) ⇒ seasons_0(season=x0)
MATILDA_NCAA_results.json,NCAA,NCAA_88,TGDRule,∀ x0: seasons_0(season=x0) ⇒ regular_season_detailed_results_0(season=x0)
MATILDA_NCAA_results.json,NCAA,NCAA_89,TGDRule,∀ x0: regular_season_detailed_results_0(season=x0) ∧ seasons_1(season=x0) ⇒ seasons_0(season=x0)
MATILDA_NCAA_results.json,NCAA,NCAA_90,TGDRule,∀ x0: seasons_1(season=x0) ⇒ regular_season_detailed_results_0(season=x0) ∧ seasons_0(season=x0)
MATILDA_NCAA_results.json,NCAA,NCAA_91,TGDRule,∀ x0: regular_season_detailed_results_0(season=x0) ⇒ seasons_0(season=x0) ∧ seasons_1(season=x0)
MATILDA_NCAA_results.json,NCAA,NCAA_92,TGDRule,∀ x0: seasons_0(season=x0) ∧ seasons_1(season=x0) ⇒ regular_season_detailed_results_0(season=x0)
MATILDA_NCAA_results.json,NCAA,NCAA_93,TGDRule,∀ x0: regular_season_detailed_results_0(season=x0) ∧ seasons_0(season=x0) ⇒ seasons_1(season=x0)
MATILDA_NCAA_results.json,NCAA,NCAA_94,TGDRule,∀ x0: seasons_0(season=x0) ⇒ regular_season_detailed_results_0(season=x0) ∧ seasons_1(season=x0)
MATILDA_NCAA_results.json,NCAA,NCAA_95,TGDRule,"∀ x0: seasons_0(season=x0) ⇒ ∃ z0: regular_season_detailed_results_0(season=x0, wteam=z0) ∧ teams_0(team_id=z0)"
MATILDA_NCAA_results.json,NCAA,NCAA_96,TGDRule,"∀ x0, x1: regular_season_detailed_results_0(season=x0, wteam=x1) ⇒ seasons_0(season=x0) ∧ teams_0(team_id=x1)"
MATILDA_NCAA_results.json,NCAA,NCAA_97,TGDRule,"∀ x0, y0: regular_season_detailed_results_0(season=y0, wteam=x0) ∧ seasons_0(season=y0) ⇒ teams_0(team_id=x0)"
MATILDA_NCAA_results.json,NCAA,NCAA_98,TGDRule,"∀ x0, x1: seasons_0(season=x0) ∧ teams_0(team_id=x1) ⇒ regular_season_detailed_results_0(season=x0, wteam=x1)"
MATILDA_NCAA_results.json,NCAA,NCAA_99,TGDRule,"∀ x0: teams_0(team_id=x0) ⇒ ∃ z0: regular_season_detailed_results_0(season=z0, wteam=x0) ∧ seasons_0(season=z0)"
MATILDA_NCAA_results.json,NCAA,NCAA_100,TGDRule,"∀ x0, y0: regular_season_detailed_results_0(season=x0, wteam=y0) ∧ teams_0(team_id=y0) ⇒ seasons_0(season=x0)"
MATILDA_NCAA_results.json,NCAA,NCAA_101,TGDRule,"∀ x0: seasons_0(season=x0) ⇒ ∃ z0: regular_season_detailed_results_0(season=x0, lteam=z0) ∧ teams_0(team_id=z0)"
MATILDA_NCAA_results.json,NCAA,NCAA_102,TGDRule,"∀ x0, x1: regular_season_detailed_results_0(season=x0, lteam=x1) ⇒ seasons_0(season=x0) ∧ teams_0(team_id=x1)"
MATILDA_NCAA_results.json,NCAA,NCAA_103,TGDRule,"∀ x0, y0: regular_season_detailed_results_0(season=y0, lteam=x0) ∧ seasons_0(season=y0) ⇒ teams_0(team_id=x0)"
MATILDA_NCAA_results.json,NCAA,NCAA_104,TGDRule,"∀ x0, x1: seasons_0(season=x0) ∧ teams_0(team_id=x1) ⇒ regular_season_detailed_results_0(season=x0, lteam=x1)"
MATILDA_NCAA_results.json,NCAA,NCAA_105,TGDRule,"∀ x0: teams_0(team_id=x0) ⇒ ∃ z0: regular_season_detailed_results_0(season=z0, lteam=x0) ∧ seasons_0(season=z0)"
MATILDA_NCAA_results.json,NCAA,NCAA_106,TGDRule,"∀ x0, y0: regular_season_detailed_results_0(season=x0, lteam=y0) ∧ teams_0(team_id=y0) ⇒ seasons_0(season=x0)"
MATILDA_nations_results.json,nations,nations_1,TGDRule,∀ x0: stat_0(country_id=x0) ⇒ country_0(country_id=x0)
MATILDA_nations_results.json,nations,nations_2,TGDRule,∀ x0: country_0(country_id=x0) ⇒ stat_0(country_id=x0)
MATILDA_nations_results.json,nations,nations_3,TGDRule,∀ x0: country_0(country_id=x0) ⇒ stat_0(country_id=x0) ∧ stat_1(country_id=x0)
MATILDA_nations_results.json,nations,nations_4,TGDRule,∀ x0: stat_0(country_id=x0) ∧ stat_1(country_id=x0) ⇒ country_0(country_id=x0)
MATILDA_nations_results.json,nations,nations_5,TGDRule,∀ x0: stat_0(country_id=x0) ⇒ country_0(country_id=x0) ∧ stat_1(country_id=x0)
MATILDA_nations_results.json,nations,nations_6,TGDRule,∀ x0: country_0(country_id=x0) ∧ stat_1(country_id=x0) ⇒ stat_0(country_id=x0)
MATILDA_nations_results.json,nations,nations_7,TGDRule,∀ x0: stat_1(country_id=x0) ⇒ country_0(country_id=x0) ∧ stat_0(country_id=x0)
MATILDA_nations_results.json,nations,nations_8,TGDRule,∀ x0: country_0(country_id=x0) ∧ stat_0(country_id=x0) ⇒ stat_1(country_id=x0)
MATILDA_SAT_results.json,SAT,SAT_1,TGDRule,∀ x0: succ_0(tm2=x0) ⇒ time_0(tm=x0)
MATILDA_SAT_results.json,SAT,SAT_2,TGDRule,∀ x0: time_0(tm=x0) ⇒ succ_0(tm2=x0)
MATILDA_SAT_results.json,SAT,SAT_3,TGDRule,∀ x0: time_0(tm=x0) ⇒ succ_0(tm2=x0) ∧ time_1(tm=x0)
MATILDA_SAT_results.json,SAT,SAT_4,TGDRule,∀ x0: succ_0(tm2=x0) ∧ time_1(tm=x0) ⇒ time_0(tm=x0)
MATILDA_SAT_results.json,SAT,SAT_5,TGDRule,∀ x0: time_1(tm=x0) ⇒ succ_0(tm2=x0) ∧ time_0(tm=x0)
MATILDA_SAT_results.json,SAT,SAT_6,TGDRule,∀ x0: succ_0(tm2=x0) ⇒ time_0(tm=x0) ∧ time_1(tm=x0)
MATILDA_SAT_results.json,SAT,SAT_7,TGDRule,∀ x0: time_0(tm=x0) ∧ time_1(tm=x0) ⇒ succ_0(tm2=x0)
MATILDA_SAT_results.json,SAT,SAT_8,TGDRule,∀ x0: succ_0(tm2=x0) ∧ time_0(tm=x0) ⇒ time_1(tm=x0)
MATILDA_SAT_results.json,SAT,SAT_9,TGDRule,∀ x0: fault_0(tf=x0) ⇒ trfl_0(tf=x0)
MATILDA_SAT_results.json,SAT,SAT_10,TGDRule,∀ x0: trfl_0(tf=x0) ⇒ fault_0(tf=x0)
MATILDA_SAT_results.json,SAT,SAT_11,TGDRule,∀ x0: trfl_0(tf=x0) ⇒ fault_0(tf=x0) ∧ trfl_1(tf=x0)
MATILDA_SAT_results.json,SAT,SAT_12,TGDRule,∀ x0: fault_0(tf=x0) ∧ trfl_0(tf=x0) ⇒ trfl_1(tf=x0)
MATILDA_SAT_results.json,SAT,SAT_13,TGDRule,∀ x0: trfl_1(tf=x0) ⇒ fault_0(tf=x0) ∧ trfl_0(tf=x0)
MATILDA_SAT_results.json,SAT,SAT_14,TGDRule,∀ x0: fault_0(tf=x0) ∧ trfl_1(tf=x0) ⇒ trfl_0(tf=x0)
MATILDA_SAT_results.json,SAT,SAT_15,TGDRule,∀ x0: fault_0(tf=x0) ⇒ trfl_0(tf=x0) ∧ trfl_1(tf=x0)
MATILDA_SAT_results.json,SAT,SAT_16,TGDRule,∀ x0: trfl_0(tf=x0) ∧ trfl_1(tf=x0) ⇒ fault_0(tf=x0)
MATILDA_SAT_results.json,SAT,SAT_17,TGDRule,∀ x0: fault_0(tm=x0) ⇒ time_0(tm=x0)
MATILDA_SAT_results.json,SAT,SAT_18,TGDRule,∀ x0: time_0(tm=x0) ⇒ fault_0(tm=x0)
MATILDA_SAT_results.json,SAT,SAT_19,TGDRule,∀ x0: fault_0(tm=x0) ⇒ time_0(tm=x0) ∧ time_1(tm=x0)
MATILDA_SAT_results.json,SAT,SAT_20,TGDRule,∀ x0: time_0(tm=x0) ∧ time_1(tm=x0) ⇒ fault_0(tm=x0)
MATILDA_SAT_results.json,SAT,SAT_21,TGDRule,∀ x0: fault_0(tm=x0) ∧ time_0(tm=x0) ⇒ time_1(tm=x0)
MATILDA_SAT_results.json,SAT,SAT_22,TGDRule,∀ x0: fault_0(tm=x0) ∧ time_1(tm=x0) ⇒ time_0(tm=x0)
MATILDA_SAT_results.json,SAT,SAT_23,TGDRule,∀ x0: time_0(tm=x0) ⇒ fault_0(tm=x0) ∧ time_1(tm=x0)
MATILDA_SAT_results.json,SAT,SAT_24,TGDRule,∀ x0: time_1(tm=x0) ⇒ fault_0(tm=x0) ∧ time_0(tm=x0)
MATILDA_SAT_results.json,SAT,SAT_25,TGDRule,"∀ x0: time_0(tm=x0) ⇒ ∃ z0: fault_0(tm=x0, tf=z0) ∧ trfl_0(tf=z0)"
MATILDA_SAT_results.json,SAT,SAT_26,TGDRule,"∀ x0, x1: fault_0(tm=x0, tf=x1) ⇒ time_0(tm=x0) ∧ trfl_0(tf=x1)"
MATILDA_SAT_results.json,SAT,SAT_27,TGDRule,"∀ x0: trfl_0(tf=x0) ⇒ ∃ z0: fault_0(tm=z0, tf=x0) ∧ time_0(tm=z0)"
MATILDA_SAT_results.json,SAT,SAT_28,TGDRule,"∀ x0, y0: fault_0(tm=x0, tf=y0) ∧ trfl_0(tf=y0) ⇒ time_0(tm=x0)"
MATILDA_SAT_results.json,SAT,SAT_29,TGDRule,"∀ x0, x1: time_0(tm=x0) ∧ trfl_0(tf=x1) ⇒ fault_0(tm=x0, tf=x1)"
MATILDA_SAT_results.json,SAT,SAT_30,TGDRule,"∀ x0, y0: fault_0(tm=y0, tf=x0) ∧ time_0(tm=y0) ⇒ trfl_0(tf=x0)"
MATILDA_SAT_results.json,SAT,SAT_31,TGDRule,∀ x0: fault_test_0(tm=x0) ⇒ time_0(tm=x0)
MATILDA_SAT_results.json,SAT,SAT_32,TGDRule,∀ x0: time_0(tm=x0) ⇒ fault_test_0(tm=x0)
MATILDA_SAT_results.json,SAT,SAT_33,TGDRule,∀ x0: time_0(tm=x0) ⇒ fault_test_0(tm=x0) ∧ time_1(tm=x0)
MATILDA_SAT_results.json,SAT,SAT_34,TGDRule,∀ x0: time_1(tm=x0) ⇒ fault_test_0(tm=x0) ∧ time_0(tm=x0)
MATILDA_SAT_results.json,SAT,SAT_35,TGDRule,∀ x0: fault_test_0(tm=x0) ⇒ time_0(tm=x0) ∧ time_1(tm=x0)
MATILDA_SAT_results.json,SAT,SAT_36,TGDRule,∀ x0: fault_test_0(tm=x0) ∧ time_1(tm=x0) ⇒ time_0(tm=x0)
MATILDA_SAT_results.json,SAT,SAT_37,TGDRule,∀ x0: time_0(tm=x0) ∧ time_1(tm=x0) ⇒ fault_test_0(tm=x0)
MATILDA_SAT_results.json,SAT,SAT_38,TGDRule,∀ x0: fault_test_0(tm=x0) ∧ time_0(tm=x0) ⇒ time_1(tm=x0)
MATILDA_SAT_results.json,SAT,SAT_39,TGDRule,"∀ x0: time_0(tm=x0) ⇒ ∃ z0: fault_test_0(tm=x0, tf=z0) ∧ trfl_0(tf=z0)"
MATILDA_SAT_results.json,SAT,SAT_40,TGDRule,"∀ x0, y0: fault_test_0(tm=y0, tf=x0) ∧ time_0(tm=y0) ⇒ trfl_0(tf=x0)"
MATILDA_SAT_results.json,SAT,SAT_41,TGDRule,"∀ x0, x1: fault_test_0(tm=x0, tf=x1) ⇒ time_0(tm=x0) ∧ trfl_0(tf=x1)"
MATILDA_SAT_results.json,SAT,SAT_42,TGDRule,"∀ x0: trfl_0(tf=x0) ⇒ ∃ z0: fault_test_0(tm=z0, tf=x0) ∧ time_0(tm=z0)"
MATILDA_SAT_results.json,SAT,SAT_43,TGDRule,"∀ x0, x1: time_0(tm=x0) ∧ trfl_0(tf=x1) ⇒ fault_test_0(tm=x0, tf=x1)"
MATILDA_SAT_results.json,SAT,SAT_44,TGDRule,"∀ x0, y0: fault_test_0(tm=x0, tf=y0) ∧ trfl_0(tf=y0) ⇒ time_0(tm=x0)"
