id,order_id,customer_id,tracking_number,ship_date,delivery_city,status
235,4821,13916,TRK495640,2024-03-25,San Diego,delivered
236,12943,3849,TRK871133,2024-12-22,Dallas,delivered
237,14411,2752,TRK229269,2024-05-10,San Antonio,in_transit
238,16725,12775,TRK716320,2024-09-03,Dallas,delivered
239,8567,1461,TRK859880,2024-03-05,San Antonio,in_transit
240,1948,1558,TRK905627,2024-11-28,San Jose,delivered
241,8880,1784,TRK157227,2024-09-24,San Diego,delivered
242,13121,4586,TRK336630,2024-03-18,Los Angeles,in_transit
243,8280,11937,TRK158839,2024-01-02,San Antonio,in_transit
244,8702,14102,TRK227546,2024-02-28,San Diego,in_transit
245,8434,12039,TRK631953,2024-04-28,San Jose,delivered
246,2731,5454,TRK463936,2024-05-15,Phoenix,in_transit
247,16353,2037,TRK440001,2024-10-23,Chicago,in_transit
248,15650,4380,TRK828876,2024-04-12,New York,in_transit
249,8397,4121,TRK817248,2024-02-28,San Diego,delivered
250,1765,2171,TRK915553,2024-10-09,Los Angeles,delivered
251,3807,11011,TRK425270,2024-10-07,San Diego,delivered
252,3409,10553,TRK677034,2024-12-21,San Antonio,in_transit
253,4846,9212,TRK380933,2024-11-15,Houston,in_transit
254,6234,10534,TRK720875,2024-10-08,New York,delivered
255,11286,6609,TRK987614,2024-08-13,Chicago,delivered
256,204,4916,TRK329378,2024-06-05,Los Angeles,delivered
257,2147,5490,TRK324351,2024-05-28,New York,delivered
258,7577,2936,TRK741738,2024-02-26,San Jose,in_transit
259,17683,10491,TRK552347,2024-04-12,New York,delivered
260,8688,11022,TRK859341,2024-11-10,Chicago,in_transit
261,9165,8988,TRK396153,2024-06-26,Los Angeles,in_transit
262,16116,13088,TRK667583,2024-12-20,Philadelphia,in_transit
263,8752,12328,TRK542500,2024-06-02,San Jose,in_transit
264,1139,8930,TRK381719,2024-07-20,Phoenix,in_transit
265,15235,12081,TRK784953,2024-12-11,San Antonio,in_transit
266,6547,8358,TRK965135,2024-01-12,New York,in_transit
267,19116,7148,TRK794016,2024-05-05,Chicago,in_transit
268,3330,2451,TRK479294,2024-09-03,Phoenix,in_transit
269,15580,1265,TRK722833,2024-01-13,Chicago,in_transit
270,5522,5851,TRK330398,2024-05-20,Chicago,delivered
271,17456,10880,TRK412230,2024-02-08,San Jose,in_transit
272,3736,6970,TRK233293,2024-03-07,Los Angeles,delivered
273,384,1834,TRK570925,2024-04-20,Dallas,in_transit
274,2861,14117,TRK697403,2024-10-13,Phoenix,in_transit
275,3045,1661,TRK216631,2024-08-08,Philadelphia,delivered
276,5822,13700,TRK988287,2024-11-14,Chicago,delivered
277,9426,2797,TRK517488,2024-12-22,New York,in_transit
278,14923,4586,TRK672759,2024-05-15,Los Angeles,delivered
279,5287,6791,TRK286749,2024-01-11,San Diego,in_transit
280,3801,5922,TRK921331,2024-02-25,Chicago,in_transit
281,8167,14184,TRK585110,2024-09-18,Los Angeles,in_transit
282,4387,3876,TRK654722,2024-01-22,San Jose,delivered
283,15052,13299,TRK864930,2024-03-24,Phoenix,delivered
284,1928,6927,TRK822535,2024-01-05,San Antonio,in_transit
285,1168,1579,TRK540528,2024-02-05,Philadelphia,in_transit
286,2360,764,TRK786349,2024-10-12,Phoenix,delivered
287,75,7997,TRK959611,2024-08-13,New York,delivered
288,14286,2038,TRK602439,2024-08-05,New York,in_transit
289,13030,1839,TRK984561,2024-09-04,Philadelphia,delivered
290,15411,9309,TRK258159,2024-01-23,San Diego,in_transit
291,3497,12849,TRK556848,2024-12-22,San Diego,delivered
292,14808,3728,TRK234260,2024-01-09,San Diego,delivered
293,6694,5987,TRK737493,2024-01-13,Chicago,delivered
294,12691,1773,TRK996645,2024-05-20,San Diego,delivered
295,12350,9901,TRK875138,2024-02-10,San Jose,in_transit
296,14080,5208,TRK192261,2024-05-04,Phoenix,delivered
297,7029,5632,TRK598118,2024-12-28,Chicago,delivered
298,3681,6945,TRK491721,2024-07-17,Houston,delivered
299,18224,545,TRK433545,2024-07-20,Dallas,delivered
300,11747,7237,TRK401566,2024-12-08,New York,in_transit
301,19389,7901,TRK234430,2024-08-08,Philadelphia,delivered
302,18523,2551,TRK738494,2024-11-15,San Diego,in_transit
303,8278,6310,TRK441221,2024-04-01,New York,in_transit
304,869,11518,TRK520227,2024-09-21,San Antonio,in_transit
305,13879,11934,TRK626084,2024-10-10,Chicago,delivered
306,2819,13571,TRK585087,2024-08-18,Chicago,delivered
307,19279,6052,TRK724425,2024-07-23,Philadelphia,delivered
308,19181,3648,TRK988205,2024-03-22,Houston,delivered
309,9882,1121,TRK462701,2024-09-10,San Diego,in_transit
310,18213,3692,TRK721588,2024-07-11,San Antonio,in_transit
311,12979,2347,TRK469031,2024-11-23,San Diego,in_transit
312,3223,3802,TRK134504,2024-01-15,Philadelphia,delivered
313,16332,4176,TRK795945,2024-05-16,Phoenix,in_transit
314,15080,5712,TRK653830,2024-10-25,San Diego,delivered
315,19498,10311,TRK669661,2024-11-09,Phoenix,in_transit
316,11077,11136,TRK946339,2024-01-08,San Diego,in_transit
317,19177,14980,TRK724958,2024-02-03,Los Angeles,delivered
318,10674,13614,TRK486822,2024-01-21,Philadelphia,in_transit
319,18705,6199,TRK370829,2024-07-23,San Antonio,delivered
320,12181,6526,TRK130650,2024-02-06,San Jose,in_transit
321,4193,3939,TRK961391,2024-07-16,Phoenix,delivered
322,1020,9204,TRK982716,2024-01-26,Philadelphia,delivered
323,7169,5321,TRK801844,2024-04-04,Dallas,in_transit
324,6533,12667,TRK895325,2024-02-04,Phoenix,delivered
325,16965,8742,TRK861980,2024-07-22,San Diego,in_transit
326,7903,6792,TRK174002,2024-02-05,Houston,in_transit
327,4427,3449,TRK332581,2024-10-04,Dallas,in_transit
328,4588,8791,TRK237658,2024-06-11,San Diego,in_transit
329,19217,11666,TRK215216,2024-06-21,San Diego,in_transit
330,1365,9360,TRK679607,2024-12-13,Chicago,delivered
331,10834,182,TRK426197,2024-10-27,Phoenix,in_transit
332,6919,8103,TRK341305,2024-11-27,Los Angeles,delivered
333,18882,828,TRK308247,2024-10-26,Dallas,in_transit
334,17227,13742,TRK127289,2024-07-21,New York,delivered
335,8915,12306,TRK420931,2024-07-18,San Diego,delivered
336,1045,10975,TRK782010,2024-03-20,New York,in_transit
337,19857,12449,TRK521600,2024-03-27,New York,delivered
338,18238,7838,TRK294738,2024-12-22,Phoenix,in_transit
339,4730,10356,TRK118097,2024-08-03,Los Angeles,delivered
340,3529,8831,TRK738290,2024-12-19,Dallas,in_transit
341,18081,86,TRK591293,2024-03-21,San Diego,in_transit
342,9825,8045,TRK419403,2024-07-10,New York,in_transit
343,15142,2339,TRK310161,2024-05-24,San Antonio,delivered
344,912,14053,TRK836822,2024-04-06,San Antonio,delivered
345,2851,9268,TRK558774,2024-09-01,Phoenix,delivered
346,3805,1128,TRK382874,2024-11-20,San Diego,delivered
347,9588,13064,TRK605493,2024-10-17,San Antonio,in_transit
348,6596,8718,TRK950625,2024-07-06,Houston,in_transit
349,3798,14913,TRK493262,2024-06-07,Houston,in_transit
350,2176,468,TRK423629,2024-03-04,New York,delivered
351,12304,12165,TRK732584,2024-08-17,San Diego,in_transit
352,12666,7115,TRK324442,2024-02-21,Dallas,in_transit
353,19807,3732,TRK207168,2024-01-20,Chicago,delivered
354,9836,999,TRK600438,2024-03-16,Chicago,in_transit
355,13018,3517,TRK106589,2024-04-03,Chicago,delivered
356,12714,8396,TRK367391,2024-10-23,San Antonio,delivered
357,17304,2991,TRK615480,2024-09-18,Dallas,delivered
358,19047,13289,TRK436846,2024-04-13,Phoenix,delivered
359,15564,751,TRK868241,2024-03-14,Philadelphia,in_transit
360,5633,7181,TRK772763,2024-04-03,New York,in_transit
361,1767,4546,TRK822359,2024-09-28,Los Angeles,delivered
362,5872,1584,TRK862910,2024-08-01,Chicago,in_transit
363,5018,5014,TRK754783,2024-07-20,San Diego,delivered
364,18800,7057,TRK782904,2024-09-16,Houston,in_transit
365,8775,163,TRK978676,2024-11-19,San Antonio,in_transit
366,16985,7521,TRK657620,2024-05-19,San Antonio,delivered
367,19567,13174,TRK899899,2024-01-09,Houston,in_transit
368,3084,4939,TRK749509,2024-08-19,New York,in_transit
369,19455,11352,TRK739646,2024-06-17,Los Angeles,delivered
370,8660,9395,TRK905509,2024-01-01,New York,in_transit
371,15420,1525,TRK733748,2024-10-21,San Diego,delivered
372,17938,643,TRK245308,2024-06-07,San Antonio,in_transit
373,751,14702,TRK980723,2024-11-28,Philadelphia,in_transit
374,3311,13564,TRK190369,2024-07-22,San Antonio,in_transit
375,10573,1029,TRK896935,2024-08-06,San Antonio,delivered
376,3843,6726,TRK432940,2024-07-23,Phoenix,in_transit
377,15116,1360,TRK722417,2024-05-05,Houston,in_transit
378,12965,11122,TRK416665,2024-08-26,Houston,delivered
379,15988,11935,TRK368262,2024-11-15,Phoenix,in_transit
380,5186,3903,TRK365582,2024-05-20,Phoenix,in_transit
381,6980,1436,TRK330426,2024-11-28,New York,in_transit
382,3471,3863,TRK742032,2024-06-06,San Diego,in_transit
383,8259,8247,TRK411439,2024-04-27,San Antonio,in_transit
384,5520,9857,TRK488444,2024-04-03,Houston,delivered
385,10056,4968,TRK434281,2024-08-27,Phoenix,delivered
386,16906,7527,TRK595307,2024-04-24,Dallas,in_transit
387,13490,4883,TRK962355,2024-12-21,Phoenix,delivered
388,5978,10320,TRK763674,2024-09-23,Houston,in_transit
389,19746,6554,TRK167104,2024-06-08,New York,delivered
390,1882,6317,TRK301086,2024-06-13,San Diego,in_transit
391,2313,13240,TRK312453,2024-04-18,San Diego,in_transit
392,4928,14428,TRK882804,2024-08-11,San Diego,delivered
393,3381,11790,TRK532427,2024-11-20,New York,delivered
394,9877,13585,TRK955027,2024-03-25,Dallas,delivered
395,19172,11582,TRK645952,2024-11-14,Philadelphia,in_transit
396,3310,11586,TRK832421,2024-12-10,New York,in_transit
397,14432,6888,TRK467664,2024-08-20,Los Angeles,delivered
398,10860,7715,TRK305983,2024-07-08,Phoenix,delivered
399,15183,9154,TRK160633,2024-11-20,San Diego,delivered
400,1041,12085,TRK184799,2024-09-05,Los Angeles,delivered
401,16315,5148,TRK454112,2024-12-20,San Antonio,in_transit
402,10910,4367,TRK618175,2024-10-01,San Antonio,delivered
403,4595,14487,TRK564220,2024-11-14,Philadelphia,in_transit
404,11011,8063,TRK878104,2024-05-07,Los Angeles,in_transit
405,15882,3435,TRK881813,2024-10-28,San Jose,delivered
406,807,8447,TRK161516,2024-07-06,San Antonio,delivered
407,15389,3618,TRK688279,2024-07-28,Chicago,in_transit
408,5658,5350,TRK822116,2024-11-04,Philadelphia,delivered
409,14812,3094,TRK928803,2024-05-20,Philadelphia,delivered
410,10382,3646,TRK889215,2024-04-20,Chicago,in_transit
411,18864,960,TRK477827,2024-11-16,San Diego,delivered
412,9161,14270,TRK408752,2024-01-28,Phoenix,delivered
413,16807,8197,TRK107381,2024-10-15,New York,in_transit
414,19749,8278,TRK981588,2024-10-22,Phoenix,in_transit
415,4894,2845,TRK119473,2024-08-02,Houston,in_transit
416,17115,5634,TRK275465,2024-06-12,Dallas,in_transit
417,17840,8841,TRK905612,2024-12-17,Houston,delivered
418,8573,5334,TRK570259,2024-10-12,San Jose,delivered
419,8586,11124,TRK777474,2024-07-09,Houston,in_transit
420,407,8122,TRK918812,2024-06-23,San Antonio,in_transit
421,14107,14867,TRK732901,2024-06-02,Los Angeles,in_transit
422,15770,958,TRK487140,2024-08-13,San Antonio,in_transit
423,19933,9530,TRK570552,2024-04-03,Phoenix,delivered
424,16541,1596,TRK501544,2024-02-03,San Diego,delivered
425,8652,7069,TRK634878,2024-02-16,San Antonio,in_transit
426,15229,13558,TRK428353,2024-12-06,Houston,delivered
427,3021,3157,TRK985213,2024-09-12,Chicago,delivered
428,7900,7821,TRK678331,2024-04-25,San Diego,delivered
429,4038,14995,TRK762398,2024-12-10,New York,delivered
430,18052,509,TRK206026,2024-08-04,Dallas,delivered
431,5528,9472,TRK469726,2024-12-01,San Diego,delivered
432,17584,7409,TRK436773,2024-11-25,San Antonio,in_transit
433,4673,2327,TRK984386,2024-08-26,San Antonio,delivered
434,5255,5844,TRK635083,2024-10-04,Houston,delivered
435,4082,10158,TRK107545,2024-03-02,Phoenix,in_transit
436,4746,532,TRK797314,2024-08-26,New York,delivered
437,5363,2200,TRK237005,2024-10-11,Los Angeles,in_transit
438,11262,10196,TRK923170,2024-09-20,Los Angeles,in_transit
439,15574,14472,TRK240082,2024-08-05,Los Angeles,delivered
440,3185,6166,TRK325260,2024-03-22,Chicago,delivered
441,7423,8139,TRK864599,2024-10-28,Houston,in_transit
442,10106,5545,TRK432256,2024-01-19,New York,delivered
443,15677,6848,TRK337391,2024-10-20,San Antonio,delivered
444,14255,8113,TRK601525,2024-02-21,Philadelphia,delivered
445,10096,9920,TRK208349,2024-06-28,San Antonio,delivered
446,17848,13091,TRK868659,2024-03-02,San Jose,delivered
447,2209,11258,TRK817652,2024-07-13,Chicago,in_transit
448,5686,8227,TRK192111,2024-10-18,San Jose,delivered
449,16,10513,TRK636536,2024-03-25,San Antonio,in_transit
450,7355,4214,TRK259518,2024-10-19,San Diego,delivered
451,15096,2804,TRK668482,2024-12-22,Dallas,in_transit
452,714,4352,TRK172527,2024-09-21,Los Angeles,in_transit
453,18066,3184,TRK501241,2024-10-06,Chicago,delivered
454,3294,13185,TRK693058,2024-11-20,Chicago,delivered
